customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST_0001,59.0,Female,West,Graduate,Salaried,1194882.3221832276,1172526.9908838184,Car,600.6105735157164,3,43,57.209163672729154,2025-06-15,0
CUST_0002,49.0,Female,South,Secondary,Self-Employed,924843.9561390679,198567.45435293607,Home,611.1208633459506,0,46,38.323376799303574,2022-12-19,0
CUST_0003,35.0,Male,North,Graduate,Salaried,2110611.67552068,71543.22646721776,Home,701.9669426866036,1,41,12.860148620126743,2020-07-21,0
CUST_0004,63.0,Female,North,Graduate,Self-Employed,430152.918213164,312394.50197261246,Business,675.7891151011097,3,47,45.24432586891569,2025-07-25,0
CUST_0005,28.0,Other,South,Graduate,Salaried,1026451.2877807845,1001383.2008879851,Home,320.0,3,48,68.69281592699943,2019-08-31,0
CUST_0006,41.0,,West,Primary,Salaried,371461.1243523989,133816.13966471676,Business,739.3152584152921,2,62,60.89606192985269,2019-04-28,0
CUST_0007,59.0,Male,West,Graduate,Self-Employed,267339.88187428465,196969.53263225633,Home,739.1588737345476,1,35,43.62713260160279,2021-05-31,0
CUST_0008,39.0,Female,West,Secondary,Salaried,212179.029980763,15000000.0,Business,699.7310601284166,4,45,65.26387109031751,2022-11-08,0
CUST_0009,43.0,Female,North,Graduate,Salaried,873973.9547969288,2719443.404351259,Business,607.8350788008752,6,43,48.460008249851484,2023-12-05,1
CUST_0010,31.0,Male,South,Post-Graduate,Unemployed,719321.722242563,173903.30298985168,Home,704.4004471981244,2,57,62.66139890080389,2018-07-11,0
CUST_0011,31.0,Female,East,Graduate,Salaried,499443.40149126906,169252.844599246,Car,684.7889873771167,0,48,15.091157970561568,2025-10-06,1
CUST_0012,44.0,Female,North,Secondary,Salaried,245070.26839971016,570399.1853847973,Home,594.6213958583189,3,32,22.505889325315234,2025-04-19,0
CUST_0013,56.0,Female,West,Post-Graduate,Self-Employed,444637.66676626605,1045781.4570907938,Business,,0,45,58.122647740308956,2023-07-11,0
CUST_0014,60.0,Female,South,Graduate,Self-Employed,651464.8984815374,290725.1979713672,Business,762.6717031196864,0,26,72.70708489820683,2025-01-07,1
CUST_0015,44.0,Female,West,Primary,Self-Employed,1005475.1698995373,144643.43912229722,Car,594.1888141687205,0,45,52.51132315642511,2018-11-03,0
CUST_0016,,Male,East,Secondary,Salaried,644115.2696668804,609642.0839769169,Car,632.1653821162604,0,37,36.04793627923556,2019-06-16,0
CUST_0017,42.0,Male,West,Secondary,Self-Employed,746656.732479555,692035.0197251576,Car,638.7537335419643,4,43,29.69071454568079,2018-05-02,0
CUST_0018,22.0,Male,West,Primary,Salaried,528529.9921920421,1562912.2258221146,Business,335.0,0,43,39.32432705529345,2025-05-20,1
CUST_0019,44.0,Female,East,Post-Graduate,Self-Employed,1701126.0179520336,712735.6265423192,Car,717.1043885340497,0,41,66.84546585090177,2019-08-15,0
CUST_0020,64.0,Male,South,Graduate,Unemployed,371272.04116988985,803433.0319075371,Home,683.3305409589767,6,45,38.83451331082691,2025-12-27,0
CUST_0021,50.0,Male,North,Post-Graduate,Self-Employed,,374557.7445241698,Car,700.5392960299343,3,51,63.85970234497354,2022-01-15,0
CUST_0022,58.0,Male,South,Secondary,Self-Employed,495801.3895271404,2485677.7115206383,Home,583.427585266585,4,41,56.74631625818181,2018-02-28,1
CUST_0023,22.0,Male,East,Secondary,Salaried,876082.0770211413,340545.306458197,Business,708.602096101884,3,42,75.85066440768588,2024-06-06,0
CUST_0024,41.0,Female,West,Graduate,Self-Employed,367087.22073874576,293213.8181859038,Home,672.4335968340447,2,56,48.60471368765713,2025-02-13,0
CUST_0025,53.0,Female,South,Secondary,Self-Employed,700376.1778956107,1597041.3269219846,Education,629.0717613081058,2,44,44.10726549872326,2022-04-23,0
CUST_0026,32.0,Male,North,Graduate,Salaried,711711.7199942312,160337.58320101185,Home,565.062029455226,1,47,64.75809790224483,2021-02-14,0
CUST_0027,,Male,East,Post-Graduate,Self-Employed,443667.5314888953,123477.84084276542,Home,682.0220867139764,2,48,28.165269684635668,2022-12-16,0
CUST_0028,64.0,Male,South,Graduate,Salaried,779350.6448975018,489281.22674520145,Education,706.7719922163358,0,48,37.007694412003126,2022-12-11,0
CUST_0029,45.0,Male,North,Graduate,Self-Employed,373409.1437356683,449453.3274938062,Other,552.313864872006,3,48,14.759914580462734,2019-02-03,0
CUST_0030,47.0,Male,East,Secondary,Self-Employed,351630.73776711297,383648.2033924454,Business,681.3864552992322,2,49,22.42215793713608,2025-01-06,0
CUST_0031,62.0,Male,North,Primary,,686602.5046890184,902346.3376775803,Home,689.1679813886371,2,50,79.62069383513658,2025-10-23,0
CUST_0032,,Male,East,Secondary,Salaried,260892.06843028302,238293.53526073394,Home,638.4327842639254,3,32,57.46166232553259,2024-12-20,0
CUST_0033,36.0,Male,West,Graduate,Salaried,199802.7992720745,470673.46376207395,Business,708.4878651796381,0,40,20.327371506487175,2020-07-30,0
CUST_0034,35.0,Male,South,Secondary,Salaried,,349734.1924868565,Car,670.050318779201,2,52,66.506921903287,2019-06-12,0
CUST_0035,64.0,Male,North,Secondary,Unemployed,1157370.4197514523,241144.08856347538,Home,701.2378254002273,0,49,32.33344416848382,2024-09-11,0
CUST_0036,23.0,Male,East,Graduate,Salaried,502819.19269114814,430935.9727620448,Business,720.0685199656292,0,47,56.53711095000115,2022-11-10,1
CUST_0037,57.0,Male,North,Secondary,Salaried,450128.6830579424,817347.748509312,Business,720.1105179612892,3,39,56.268244879122086,2021-11-22,0
CUST_0038,27.0,Female,North,Secondary,Self-Employed,1130049.5238655095,1985538.1547162521,Other,,1,43,74.96983260148858,2022-07-28,0
CUST_0039,41.0,Male,South,Secondary,Salaried,346168.73963733815,675086.5269921455,Other,705.3743891588435,2,52,35.32086449099181,2022-03-31,0
CUST_0040,29.0,Male,West,Post-Graduate,Salaried,,77607.42315153174,Business,644.2219444417384,1,45,31.675871030759374,2019-03-12,0
CUST_0041,59.0,Female,North,Graduate,Salaried,959269.8248349524,438144.83224986185,Home,631.4157466435103,0,36,5.0,2020-04-19,1
CUST_0042,38.0,Male,East,Graduate,Self-Employed,653239.1960337972,465964.5398073851,Home,,4,41,42.808083719522905,2018-12-26,1
CUST_0043,24.0,Female,East,Primary,Salaried,1167540.3727969755,866614.1951668344,Education,691.338473233468,0,40,58.05593697571619,2021-02-26,0
CUST_0044,45.0,Male,West,Post-Graduate,Salaried,200301.98035386094,512148.58832430484,Car,779.0983785989392,0,50,60.515529034850516,2020-05-13,0
CUST_0045,34.0,Other,East,Graduate,Salaried,300846.9512340735,1081830.534710287,Car,653.1160545509638,1,47,67.54318883331766,2025-05-05,0
CUST_0046,29.0,Female,West,Secondary,Salaried,655143.9587281276,591946.9466335308,Car,713.720618578247,1,45,50.216503355971085,2022-07-09,0
CUST_0047,46.0,Female,East,Post-Graduate,Salaried,817861.4101921973,1339974.9937803552,Car,623.578999661363,2,49,54.08606012830501,2022-09-29,0
CUST_0048,22.0,Female,South,Secondary,Salaried,1035687.5256113837,331002.3379782649,Education,694.6103686370476,2,38,46.22616793284506,2021-05-30,0
CUST_0049,40.0,Male,North,Graduate,Salaried,,497844.61480457336,Home,774.451034605583,1,52,57.73418703995222,2024-03-11,0
CUST_0050,48.0,Male,South,Graduate,Self-Employed,711611.9140949112,802632.2649313298,Home,731.4685979998957,0,39,28.18363757220018,2020-07-04,0
CUST_0051,27.0,Female,North,Secondary,Salaried,524686.8005664304,301482.4283056696,Car,562.1890975145632,2,50,19.647633043525474,2025-03-24,0
CUST_0052,64.0,Male,North,Post-Graduate,Self-Employed,1559265.3511739399,258847.37992312945,Business,722.8021112026659,2,50,30.082715830056905,2022-12-04,0
CUST_0053,28.0,Female,North,Graduate,Unemployed,354358.6239650585,289658.0568545531,Home,726.2169334095164,1,52,48.845226916559824,2023-12-23,0
CUST_0054,55.0,Male,South,Graduate,Self-Employed,791898.6740271852,266346.1159632272,Car,693.0115229920317,1,40,21.592356015505548,2025-09-02,0
CUST_0055,34.0,Male,North,Secondary,Self-Employed,377540.37018784846,648745.7785306617,Business,730.0641584526755,1,33,33.601605127124614,2019-01-21,0
CUST_0056,37.0,Male,South,Primary,,872271.3555717407,124571.76331604933,Car,617.4873470211846,4,40,34.176702905367016,2021-08-19,0
CUST_0057,56.0,Male,West,Secondary,Salaried,367459.34979290096,151421.68556634893,Home,684.7447366103064,2,45,59.07278179737821,2022-12-11,0
CUST_0058,60.0,Male,East,Graduate,Salaried,978549.1319423362,1657673.0609090563,Car,763.2630455703577,1,46,56.881718289546825,2022-05-05,0
CUST_0059,24.0,Male,East,Secondary,Salaried,691338.8526301051,270881.07260501425,Home,756.4962112599776,2,42,46.26874966066051,2021-04-27,0
CUST_0060,22.0,Male,North,Graduate,Unemployed,1696841.5804772042,517628.5906315524,Other,721.1033730504478,1,40,53.11916786947602,2022-03-30,1
CUST_0061,26.0,,South,Graduate,,556914.4051258143,158672.9380385073,Home,613.7753582374338,3,42,53.47422799140547,2019-01-24,0
CUST_0062,62.0,Male,East,Secondary,Salaried,821148.3002559625,480647.7004341259,Education,,0,41,38.45484797160651,2025-08-23,0
CUST_0063,24.0,Female,South,Graduate,Salaried,423333.97589106846,272038.31365101534,Home,688.5907755832516,2,44,35.23501248502089,2019-12-05,0
CUST_0064,49.0,Male,South,Secondary,Self-Employed,554813.0495522794,150668.933145499,Car,693.5580679044381,0,38,72.66035548120269,2022-10-05,1
CUST_0065,38.0,Male,North,Post-Graduate,Salaried,688926.4914595642,1147214.247411127,Education,672.4721170792058,2,42,5.0,2025-09-21,0
CUST_0066,46.0,Male,East,Graduate,Salaried,280619.99005611165,1029721.433474154,Home,619.641126635251,2,45,31.656539359129454,2020-05-13,0
CUST_0067,64.0,Female,North,Secondary,Self-Employed,298055.3474888342,417422.63814487524,Car,712.7720806542795,0,42,41.33191461462169,2020-11-25,0
CUST_0068,54.0,Male,North,Secondary,Salaried,904059.3200822227,905820.267064041,Home,688.2624011520907,0,45,55.079125691748246,2018-03-20,0
CUST_0069,30.0,Female,East,Graduate,Salaried,599817.0014114121,1705395.7328650414,Car,701.7368237412855,1,51,65.43911746985745,2021-07-22,0
CUST_0070,56.0,Other,East,Graduate,Salaried,469121.9564479474,762879.9931174134,Education,724.5075319718082,1,42,78.42116887538664,2021-07-25,0
CUST_0071,,Male,West,Graduate,Self-Employed,433386.5104434625,629561.4087918743,Car,659.4762659241491,3,46,43.34920770833765,2019-11-05,0
CUST_0072,51.0,Male,West,Graduate,Salaried,442660.6835683844,517242.786314746,Business,643.3431216965423,0,40,44.554758755582995,2024-06-17,0
CUST_0073,35.0,Male,South,Secondary,Salaried,691508.3706854058,709028.5106215237,Education,763.0673992481468,2,45,51.52698109107324,2018-07-23,0
CUST_0074,28.0,Male,East,Secondary,Salaried,830262.6430575238,348801.85397696175,Car,623.1981135102374,1,48,35.4398231100794,2020-09-11,0
CUST_0075,34.0,Male,West,Secondary,Salaried,205678.3182927752,370777.6194320447,Home,644.8119350403495,3,34,23.68372910299425,2023-05-30,0
CUST_0076,43.0,Female,South,Graduate,Salaried,1413792.5074118243,617001.5557722367,Car,772.5685861570605,2,47,43.26749160724767,2018-01-17,0
CUST_0077,,Male,South,Post-Graduate,Self-Employed,1359548.2881702804,322964.4236482986,Business,638.9731811742755,1,34,58.41670125603236,2019-04-21,0
CUST_0078,41.0,Male,South,Graduate,Salaried,180388.38898366358,348343.064536468,Home,672.603676726958,4,41,40.627377968823346,2020-10-13,1
CUST_0079,36.0,Male,West,Secondary,Self-Employed,1181136.0940809909,450058.80320170097,Business,649.1022598165229,0,39,52.44183699692567,2018-07-29,0
CUST_0080,65.0,Female,East,Graduate,Salaried,1161355.02935335,1006941.5709843542,Home,546.2583889037152,6,49,11.361288368312351,2019-05-14,0
CUST_0081,38.0,,North,Graduate,Salaried,650159.2836852378,203645.95171817648,Business,670.7519260996403,1,43,45.33128322155025,2019-03-05,0
CUST_0082,44.0,Male,South,Graduate,Salaried,318470.4273232836,765609.7189856687,Home,604.2033677316089,1,46,37.73796136714215,2021-08-22,0
CUST_0083,46.0,Female,West,Post-Graduate,Salaried,1136089.9906959063,783291.6244948553,Business,699.0935324482671,3,47,22.047772401158667,2023-10-07,0
CUST_0084,45.0,Female,West,Secondary,Salaried,569236.094236143,780017.2144689831,Car,762.9228882530834,0,48,56.82982506452725,2022-04-03,0
CUST_0085,65.0,Male,North,Secondary,Salaried,879062.2611639665,255833.0585235773,Home,513.9369700119759,3,51,78.22162024693768,2021-05-16,0
CUST_0086,61.0,Male,North,Post-Graduate,Salaried,2202906.849582314,137602.68685989978,Home,649.481226199979,3,41,62.819260662255935,2022-03-15,1
CUST_0087,49.0,Female,West,Graduate,Salaried,746564.9175319661,665832.3508836853,Car,713.9242424723736,6,51,63.96748209861191,2023-02-11,0
CUST_0088,35.0,Male,East,Secondary,Salaried,392558.58312115585,513127.69475867256,Other,516.2488311177667,1,42,57.824586623102476,2025-01-13,0
CUST_0089,65.0,Male,North,Graduate,Self-Employed,540405.7874976379,908969.2153465584,Home,,0,46,56.63612609363196,2025-03-13,0
CUST_0090,21.0,Male,West,Graduate,,421060.8730329114,275578.30121766083,Home,708.4919027602613,3,34,12.610225159640713,2023-02-20,1
CUST_0091,45.0,Male,North,Graduate,Salaried,825006.8649787056,766113.5881458848,Education,761.2409616448926,1,38,42.696882898704196,2020-06-17,0
CUST_0092,27.0,Female,East,Graduate,Salaried,417228.98908552545,941369.8119991798,Car,637.7039102666428,0,32,54.15605579962561,2021-01-11,1
CUST_0093,29.0,Female,South,Secondary,Salaried,501149.30998032226,420957.0367626299,Car,646.7509422292857,0,45,54.56528606161561,2025-04-22,0
CUST_0094,44.0,Male,North,Graduate,Salaried,320709.47691045434,6000000.0,Education,667.9297733900698,1,57,67.89071140685468,2020-12-03,0
CUST_0095,21.0,Male,East,Graduate,Salaried,604453.3584581395,587939.5303275232,Home,840.3656785663654,2,47,26.416842306602778,2022-02-15,0
CUST_0096,64.0,Male,West,Graduate,Self-Employed,716363.3420473121,253209.9312491143,Other,778.8579020372799,6,44,55.93088907733858,2022-07-26,0
CUST_0097,,Male,North,Graduate,Salaried,150000.0,652633.1661081199,Car,330.0,1,52,25.829261928132958,2019-05-08,0
CUST_0098,44.0,Female,North,Graduate,Salaried,749748.5035564889,1401076.8820657886,Home,699.0801328738088,4,52,41.18940738289692,2024-12-21,0
CUST_0099,31.0,Male,West,Primary,Self-Employed,633865.7845838655,457048.8769584055,Business,727.61778586887,2,44,43.88466586976504,2019-08-28,0
CUST_0100,37.0,Male,South,Graduate,Salaried,,161838.69441750224,Education,850.0,2,48,60.52627645288113,2020-08-05,0
CUST_0101,28.0,Male,West,Graduate,Self-Employed,1983698.4219753104,278157.92032365955,Car,708.7039844792788,2,39,58.40916099120619,2018-10-21,0
CUST_0102,,Male,North,Graduate,Salaried,18000000.0,129495.60839647392,Education,683.4469547089077,1,56,47.1659505788095,2021-03-17,0
CUST_0103,55.0,Male,West,Graduate,Salaried,355651.3850200545,1110349.7925603716,Home,840.0,4,37,6.263324618027234,2023-07-12,0
CUST_0104,53.0,Female,East,Graduate,Salaried,,768254.6780294192,Car,697.6186435639581,3,56,53.00700719385697,2018-06-21,0
CUST_0105,25.0,Male,West,Graduate,Salaried,1288773.5448657842,316805.8395194367,Business,635.9733636236593,6,58,40.18182341330183,2022-05-06,1
CUST_0106,62.0,Female,North,Graduate,Unemployed,698953.258101652,166768.33560245062,Home,717.2069253557655,2,46,70.0525060491438,2019-06-15,0
CUST_0107,59.0,Male,West,Secondary,Salaried,792954.2147514571,251122.5613016893,Car,572.5552527656345,2,44,65.76288379812664,2021-02-17,0
CUST_0108,61.0,Male,South,Secondary,Unemployed,782945.4531916645,287854.08624816395,Business,660.462455794525,2,38,28.11558767569816,2023-02-03,0
CUST_0109,48.0,Male,West,Graduate,Salaried,206391.2502443557,485817.4334937241,Other,735.0974641045502,1,38,55.479136301830536,2022-10-27,0
CUST_0110,27.0,,South,Graduate,,586512.5609284315,474508.30617301626,Car,707.6842740753016,3,41,55.83439091088728,2023-10-15,0
CUST_0111,29.0,Female,East,Secondary,Salaried,569962.3464565562,1150842.9645949404,Car,645.3031534961261,3,45,54.525304433104665,2023-12-29,0
CUST_0112,28.0,,South,Secondary,Salaried,1427325.8862640709,277083.57691013446,Education,662.5981617187521,2,59,52.19245934542078,2024-10-29,0
CUST_0113,32.0,Male,West,Graduate,Unemployed,780959.0282597891,156572.0182618689,Other,757.6501015019159,0,41,56.3427825564285,2018-07-08,0
CUST_0114,54.0,Female,North,Primary,Salaried,551855.5535740652,200209.16602320864,Business,589.2198727982434,3,42,72.02674468033193,2018-06-07,0
CUST_0115,53.0,Male,South,Secondary,Salaried,618565.9130441238,442805.3064661113,Home,589.6554764066502,2,42,35.07515400192234,2025-06-10,0
CUST_0116,43.0,Male,East,Primary,Salaried,1141198.6459047026,270202.83991857746,Car,610.2774535866877,1,54,28.695426781371836,2023-05-25,0
CUST_0117,44.0,Female,South,Secondary,Salaried,587250.1025137383,366809.1189531643,Car,679.1991601800017,1,35,59.08887243909906,2018-09-03,0
CUST_0118,57.0,Male,South,Secondary,Salaried,442732.08803725295,327479.0477001902,Business,,2,44,11.099482296639152,2025-12-13,0
CUST_0119,55.0,Male,South,Secondary,Salaried,558545.5409826431,900017.7635056134,Education,,1,47,115.0,2025-08-27,1
CUST_0120,64.0,Male,East,Graduate,Self-Employed,1090460.367970383,298381.1218646715,Education,610.6780655858101,3,53,53.58490143375685,2024-07-05,0
CUST_0121,60.0,Male,West,Post-Graduate,Salaried,853941.816553824,345539.90261103754,Other,696.8266668307347,3,45,5.0,2025-01-03,1
CUST_0122,42.0,Male,South,Graduate,Salaried,666020.0320436674,743483.140343743,Home,636.5695174310448,1,53,33.545940127013424,2020-04-29,0
CUST_0123,47.0,Female,South,Graduate,Salaried,722212.1827074904,303008.31429243024,Home,675.0877189370206,4,35,73.36754146094371,2022-12-16,1
CUST_0124,,Male,North,Secondary,Salaried,477762.6219833811,605162.0327404804,Car,559.7490567755942,4,50,18.770822447113083,2020-12-30,0
CUST_0125,,Male,East,Secondary,Unemployed,584233.1850754983,567526.3989116341,Car,755.0987183907467,2,39,48.82664906908971,2021-08-29,0
CUST_0126,55.0,Male,South,Graduate,Salaried,451310.2351852007,496947.15080652054,Home,607.8876501221449,2,51,26.911704600111875,2023-10-28,0
CUST_0127,57.0,Male,East,Primary,Salaried,552715.6956236928,203399.11139928212,Home,,5,49,32.23896652688822,2018-06-18,0
CUST_0128,,Other,South,Graduate,Salaried,1362900.472177957,1064318.0452346592,Education,850.0,2,35,79.4937387676921,2025-10-28,0
CUST_0129,23.0,Male,West,Graduate,Salaried,359294.6725233294,2129678.355242867,Business,721.5730483218206,4,52,47.22199822415051,2024-02-06,0
CUST_0130,21.0,Male,West,Graduate,Salaried,445045.99944223004,452789.47372796596,Car,752.1812306212306,4,39,54.305112394132614,2022-07-10,0
CUST_0131,25.0,Female,South,Primary,Unemployed,5000000.0,216328.73486439444,Car,714.4168547271424,3,40,42.975637624322744,2024-04-26,0
CUST_0132,46.0,Male,West,Secondary,Self-Employed,289447.09854212304,459261.3686432972,Home,646.0639580010198,1,38,17.727600346242784,2022-02-18,0
CUST_0133,34.0,Male,South,Graduate,Unemployed,586544.0724322213,899779.4530923882,Business,581.9862606908742,3,39,23.6713822758421,2022-12-01,0
CUST_0134,59.0,Male,West,Secondary,Salaried,462796.44458955544,292544.3297131188,Business,657.5884709430755,0,51,66.21174586156019,2024-06-02,0
CUST_0135,47.0,,North,Graduate,Salaried,1712828.325749713,411174.68720050604,Education,606.6380491605828,3,48,47.75205867022322,2019-09-12,0
CUST_0136,29.0,Male,North,Graduate,Salaried,556355.1016906839,571180.6179291885,Home,611.1413620674111,0,52,31.134809592783277,2025-12-12,0
CUST_0137,35.0,Male,North,Post-Graduate,Salaried,1320995.1562372437,1044591.3959852105,Home,561.2609503272728,1,38,44.60306757737652,2024-08-04,0
CUST_0138,35.0,Female,East,Secondary,Self-Employed,,774365.6638377947,Home,,1,46,56.908763339111076,2023-12-05,0
CUST_0139,46.0,Male,East,Graduate,Salaried,579431.5736300513,797159.8006875445,Education,798.0059110644385,5,47,53.18079925649963,2018-12-23,0
CUST_0140,62.0,Male,North,Graduate,Self-Employed,2074648.3180776706,333906.02566093666,Business,721.8602542269837,0,40,31.143794396114785,2024-10-22,0
CUST_0141,33.0,Male,East,Secondary,Self-Employed,753452.5591584244,596208.7464029003,Business,672.0657209111216,3,49,16.644540979131236,2022-08-05,0
CUST_0142,52.0,Male,West,Secondary,Salaried,1493873.155072733,271475.8686328376,Car,676.9571095392387,1,49,37.673162222012174,2021-04-26,0
CUST_0143,59.0,Female,South,Graduate,Salaried,1401222.9265323484,813312.8563505404,Business,451.41670157048026,2,40,64.96287544686072,2021-07-28,1
CUST_0144,52.0,Male,South,Secondary,,816501.5042285521,1007373.1007671,Other,648.2123433575467,3,51,60.378785371929794,2022-03-15,0
CUST_0145,24.0,Male,South,Secondary,Salaried,982494.0907120643,662885.3710574114,Home,572.9993078584746,4,47,52.38725876865293,2022-01-29,0
CUST_0146,50.0,Female,North,Primary,Self-Employed,916178.8907686542,347950.4804208591,Car,690.0809395926707,0,49,41.92415259360999,2023-05-18,0
CUST_0147,57.0,Male,East,Graduate,Salaried,346411.9159963653,390191.8702467136,Other,660.5018008498824,1,49,35.698558282908884,2021-09-23,0
CUST_0148,43.0,Male,West,Graduate,Salaried,670807.3975492594,1593692.5006426577,Car,614.8021594094345,3,44,42.25808871982152,2025-01-13,0
CUST_0149,59.0,Male,West,Graduate,Salaried,1173573.1421550098,352041.92426375253,Other,688.392252836645,2,49,59.07188995743818,2018-07-18,0
CUST_0150,65.0,Male,North,Secondary,Unemployed,1504739.1462935188,938463.0650768902,Other,687.7459364755207,4,47,63.1834310202437,2022-11-23,1
CUST_0151,35.0,Female,West,Secondary,Salaried,437300.4744546802,570476.3431192753,Education,793.8968029592321,3,60,40.28783823139918,2020-12-09,1
CUST_0152,63.0,Male,West,Graduate,,869422.8310325462,356150.027928612,Business,731.4813125335047,2,42,90.65216357149669,2021-03-11,0
CUST_0153,,Male,West,Graduate,Salaried,12000000.0,175562.17673202872,Business,696.2729592527654,2,29,46.66326796398701,2022-12-12,0
CUST_0154,56.0,Male,West,Secondary,Self-Employed,609196.957875284,521843.5598420584,Education,608.9364144761456,3,40,38.75480190117177,2022-03-18,0
CUST_0155,33.0,Female,East,Graduate,Self-Employed,790585.499027529,479631.54252365115,Car,599.4920660669384,1,53,71.56204989497192,2025-06-10,0
CUST_0156,52.0,Male,West,Post-Graduate,Salaried,732798.6262915775,1593713.0953597028,Home,724.9136005577456,4,46,8.310662464279048,2018-01-31,1
CUST_0157,27.0,Female,South,Graduate,Salaried,875457.4290102946,246438.55582202613,Car,664.9947970669677,2,37,53.6406065021764,2024-07-08,0
CUST_0158,42.0,Male,North,Graduate,Self-Employed,1436430.6230246164,2243036.028090171,Education,698.7024193344955,3,44,140.0,2019-10-22,0
CUST_0159,48.0,Female,East,Post-Graduate,Salaried,1000487.3776130239,586642.1175550752,Home,753.350039312867,1,56,71.06731775768445,2024-02-03,0
CUST_0160,22.0,Other,West,Secondary,Self-Employed,771084.1836911635,586239.2821930384,Home,566.5145918643642,0,51,55.88862045570345,2024-08-14,0
CUST_0161,,Female,East,Graduate,Salaried,1812597.4379310345,297108.4098890382,Home,784.7776538771745,3,47,47.503839057149854,2019-07-01,1
CUST_0162,65.0,Female,West,Post-Graduate,Self-Employed,1196832.3540148113,560899.6418868925,Business,752.7036340211747,0,49,56.927408355837876,2025-01-26,0
CUST_0163,26.0,Male,South,Secondary,Self-Employed,617792.8589981727,626646.9052778699,Other,525.9169833509267,1,35,25.999518381826462,2021-02-03,0
CUST_0164,48.0,Male,North,Graduate,Unemployed,332804.8032200927,867292.8442395346,Other,850.0,0,35,62.40275702061946,2023-11-15,0
CUST_0165,48.0,Male,West,Graduate,,,226880.18016689588,Car,704.1032239311093,1,45,20.79745637375752,2024-03-27,0
CUST_0166,64.0,Male,West,Graduate,Salaried,1085993.1679622596,1204710.0346424687,Business,644.1096274682785,1,42,51.45295285465856,2024-03-24,0
CUST_0167,64.0,Male,West,Graduate,Salaried,459574.2416704438,579542.181384257,Business,718.9296667703694,0,28,45.64105813954844,2019-01-06,0
CUST_0168,40.0,Male,West,Post-Graduate,Salaried,9000000.0,688839.1637782201,Car,606.6894022295949,0,40,13.265017625314346,2021-01-28,0
CUST_0169,50.0,Male,North,Graduate,Salaried,428386.33196101786,385518.0444080953,Education,720.9596264895164,1,43,46.24095704572889,2022-01-08,0
CUST_0170,31.0,Male,North,Primary,Salaried,445372.4913494478,234991.12229653748,Home,620.4877656248516,1,49,50.07576153071337,2022-01-31,0
CUST_0171,48.0,Female,South,Post-Graduate,Self-Employed,1037769.0877570023,473501.3775652769,Other,831.526965160295,1,44,33.212232468759765,2023-10-04,0
CUST_0172,45.0,Male,North,Secondary,Salaried,,513040.33491262735,Car,684.5075145429801,0,43,26.776404020833056,2024-10-07,0
CUST_0173,59.0,Female,West,Secondary,Salaried,305566.1644454642,170621.52425826743,Car,728.7367289054617,2,45,53.85919326171115,2024-06-20,0
CUST_0174,53.0,Female,South,Graduate,Self-Employed,661193.844727497,784108.470790243,Education,621.0451175260896,2,57,51.521670020894575,2021-02-25,0
CUST_0175,21.0,Other,South,Graduate,Salaried,734521.1099231666,903986.8614496931,Car,741.2372017920019,1,42,49.082743606572784,2023-09-11,0
CUST_0176,47.0,Male,South,Graduate,Salaried,499364.8990326356,270016.3050069256,Home,679.0564952373416,2,49,45.159151902387904,2018-04-03,0
CUST_0177,33.0,Female,West,Post-Graduate,Unemployed,1227468.453074769,219958.26802732484,Education,574.1111218758541,4,52,34.80186569443926,2025-01-10,0
CUST_0178,61.0,Other,East,Graduate,Unemployed,515664.30174945306,364007.55355725664,Home,662.0927960083814,0,50,85.89926614796583,2021-07-05,0
CUST_0179,23.0,Female,West,Graduate,Salaried,1195784.9259517933,457590.258069313,Business,824.8333301646903,1,52,39.63004487553441,2025-12-10,0
CUST_0180,,Male,North,Primary,Salaried,902530.8673851073,374026.9582965473,Car,744.4232769532481,3,57,29.4279594575619,2023-04-10,1
CUST_0181,26.0,Male,North,Post-Graduate,Self-Employed,,431214.26443112304,Education,651.576869832013,0,53,45.97969095378241,2021-05-28,0
CUST_0182,28.0,,West,Post-Graduate,Salaried,355231.39727693045,525464.152043947,Education,539.8125679249299,0,45,41.74306116639988,2025-08-31,1
CUST_0183,47.0,Male,West,Graduate,Salaried,686113.4332311185,172683.30771175202,Car,,1,48,39.212769448503174,2022-04-21,1
CUST_0184,29.0,Male,South,Primary,Salaried,631385.7205767109,187155.6537562,Education,574.5144496974153,4,49,78.73696963090774,2019-02-20,0
CUST_0185,57.0,Female,West,Primary,Salaried,297337.77263598854,66930.39267983769,Education,541.6243995174876,4,49,24.664539275917072,2025-02-17,0
CUST_0186,53.0,Female,South,Secondary,Salaried,1193631.6723954293,870466.4720094223,Business,738.9193347623977,0,51,45.673867238286704,2024-08-10,0
